length_title,length_description,category,caption,licensedContent,privacyStatus,view_count,like_count,comment_count,channel_view_count,channel_sub_count,channel_video_count,channel_country,days_online,published_month,duration_sec
32,840,Pets & Animals,False,False,public,139347,1480,121,33007695,120000,307,DE,2819,5,265
43,1178,Pets & Animals,False,True,public,1110471,58056,1623,951011588,2600000,468,CA,644,4,263
43,826,People & Blogs,False,True,public,17273933,1315954,11232,951011588,2600000,468,CA,1053,3,59
51,2894,Music,False,True,public,55690396,286644,5752,259521697,336000,185,US,2000,7,216
34,826,People & Blogs,False,True,public,5982510,483583,3505,951011588,2600000,468,CA,1021,4,60
48,4233,Education,False,True,public,359074,4488,64,67298218,353000,530,US,427,11,640
27,817,Pets & Animals,False,True,public,33829,9572,35,34274937,105000,572,US,545,7,548
47,108,Entertainment,False,True,public,321669,37363,381,604832014,544000,447,CA,302,3,43
58,759,Pets & Animals,False,True,public,6758719,465386,4079,26354016071,21100000,44656,US,348,2,23
86,1235,Pets & Animals,False,True,public,829943,52462,489,820089368,2600000,944,GB,636,4,59
38,1284,Pets & Animals,False,True,public,743984,63826,3012,951011588,2600000,468,CA,774,12,162
63,611,Pets & Animals,True,False,public,278332,4387,429,405152,2170,19,US,1808,2,292
56,1101,Pets & Animals,False,True,public,1611775,62706,2604,951011588,2600000,468,CA,811,11,178
28,833,Pets & Animals,False,False,public,179211,1533,106,33007695,120000,307,DE,1214,9,300
48,202,Education,False,True,public,299766,3384,477,410416546,2140000,1340,US,3506,6,987
72,1538,Science & Technology,False,True,public,1231,22,6,4205022,38800,264,US,334,2,168
24,82,People & Blogs,False,False,public,287,1,0,847284,2920,65,IN,3,1,65
33,196,Science & Technology,False,False,public,1373,8,4,124325,1520,77,US,528,8,66
67,0,People & Blogs,False,False,public,246,5,1,264107,344,54,AU,2783,6,93
37,218,Science & Technology,False,False,public,3731,45,3,1485420,4160,183,IN,2639,10,389
47,686,Science & Technology,False,True,public,22601,276,16,18927527,93600,160,SE,3195,4,225
83,2550,People & Blogs,False,False,public,2053,10,0,153173,1370,80,US,2578,12,91
49,172,News & Politics,False,False,public,3770,135,7,999174034,1410000,66851,CN,61,11,43
47,1035,Science & Technology,False,True,public,604524,2450,447,18927527,93600,160,SE,3123,7,465
36,399,Entertainment,False,True,public,89391,1080,246,410416546,2140000,1340,US,3763,10,476
16,187,People & Blogs,False,False,public,7668,124,0,18916,49,139,US,817,10,16
72,1070,Science & Technology,False,True,public,127971,190,56,2252962,6970,367,IT,3930,4,281
40,1413,Entertainment,False,True,public,7262565,27254,2114,3599482583,4490000,6030,US,30,12,4887
59,1121,Entertainment,True,True,public,1906769,37524,6123,7988735790,27600000,6954,US,11,1,130
43,1236,Entertainment,True,True,public,10951048,53397,5207,7988735790,27600000,6954,US,12,1,156
40,1230,Entertainment,False,False,public,235903,6321,312,1436694893,11400000,4904,BR,6,1,156
63,1394,Entertainment,True,True,public,2318827,3905,559,2597508613,2750000,4333,US,4,1,148
100,993,Entertainment,True,False,public,29014599,252140,36597,674334960,973000,345,IN,4,1,177
93,1200,Entertainment,True,True,public,34095776,1238019,27648,5213213798,21400000,866,IN,34,12,212
40,870,People & Blogs,False,True,public,616873,20930,2267,12164277,72900,30,ZA,7,1,183
75,1380,Entertainment,True,True,public,1836978,74249,4902,346811327,1130000,2299,US,11,1,125
45,1582,Entertainment,True,False,public,77902,918,74,413243857,1160000,4071,IT,6,1,156
71,679,Entertainment,True,True,public,2766061,47386,1735,7988735790,27600000,6954,US,6,1,77
43,1837,Entertainment,True,True,public,7202750,2841,136,1122296268,1610000,1389,US,4,1,152
43,124,Film & Animation,False,True,public,560833,5609,434,5141363697,4700000,6862,US,5,1,150
78,989,Entertainment,True,True,public,48757675,805929,28491,691751194,1510000,459,IN,14,1,168
37,1138,Entertainment,True,True,public,3427281,60210,5039,7988735790,27600000,6954,US,6,1,156
36,1051,Entertainment,True,True,public,2937502,62851,2022,7988735790,27600000,6954,US,10,1,153
41,1239,Entertainment,True,True,public,3513517,18941,321,2597508613,2750000,4333,US,5,1,157
21,2959,Film & Animation,True,False,public,80930611,894929,37301,7109507674,11300000,2692,US,241,5,162
73,1510,Film & Animation,False,True,public,159878,12798,242,1248222056,2130000,1547,IN,1,1,277
48,480,Film & Animation,False,True,public,227444,2579,125,105591526,81500,507,US,5,1,127
100,1989,Entertainment,True,True,public,40317842,558287,48618,2073275420,5480000,1683,IN,7,1,189
58,160,Entertainment,False,True,public,10469150,818066,2403,1696359796,1100000,5167,IN,26,12,60
99,1566,Film & Animation,True,True,public,3073753,73947,3177,261986079,483000,337,IN,1,1,101
40,4424,Autos & Vehicles,False,True,public,142218,1661,305,213146433,286000,636,GB,269,4,134
29,1239,News & Politics,False,True,public,122689,2019,380,13369133,42100,476,GB,1082,2,405
27,1202,Travel & Events,True,True,public,200141,4269,301,30167039,140000,307,GB,795,11,810
32,1505,Travel & Events,True,True,public,200173,3841,351,30687353,94800,1278,CA,245,5,1023
31,4863,Autos & Vehicles,False,True,public,85385,2702,239,85356905,258000,977,DE,1906,11,789
26,2366,Travel & Events,True,True,public,127804,4234,569,157093855,339000,1837,GB,971,5,295
35,1377,People & Blogs,False,True,public,109698,1496,199,7214950,39100,225,AU,47,12,571
54,245,Autos & Vehicles,False,True,public,244,6,2,1237168,3060,552,US,2,1,386
84,159,Travel & Events,False,True,public,1200964,11819,618,1023544991,2870000,3051,US,737,1,7109
25,1744,Entertainment,False,True,public,641748,41476,457,428434671,1020000,1367,GB,471,10,43
29,4235,Education,False,True,public,9480,330,84,4808950,12200,7190,US,195,7,730
33,162,Science & Technology,False,True,public,51323,256,36,7745108,10200,979,US,1147,12,132
30,1903,Education,True,True,public,467411,12724,1334,53053690,320000,122,ES,577,6,949
95,3656,Autos & Vehicles,False,True,public,46507,952,99,36318852,75300,857,NL,1013,4,1313
43,994,Entertainment,False,True,public,552149,11118,1035,301953538,729000,1827,CH,866,9,553
62,1391,Autos & Vehicles,False,True,public,57602,1331,63,25299811,83600,370,HU,689,3,1573
70,974,Travel & Events,False,True,public,72262,1090,133,95572105,115000,2602,GB,1671,6,239
47,668,Entertainment,True,True,public,27019,822,143,30167039,140000,307,GB,125,9,551
49,3463,Howto & Style,False,True,public,33768,1975,144,157824327,578000,564,CA,1,1,953
80,1419,Music,True,True,public,452062645,2210217,41203,1827494190,1490000,34,US,3048,9,224
57,1659,Music,False,True,public,22531150,167945,3926,628692536,589000,2102,KR,1179,10,206
58,553,Music,False,True,public,9092083,72656,1931,38094321,88400,47,NG,795,11,215
56,402,Music,False,False,public,86075987,1269671,26986,4963059256,8990000,146,US,1206,10,206
21,2495,Music,False,False,public,1136539,17282,450,292946530,580000,3353,US,288,4,254
59,519,Sports,True,True,public,5189185,77141,2788,26354946,169000,102,US,727,1,309
48,844,Music,False,True,public,67153408,381162,14920,160313674,663000,80,GB,1073,2,215
78,885,People & Blogs,False,True,public,167818,5909,133,7295867,101000,137,US,207,6,1197
27,600,Sports,False,True,public,567062,17500,536,150369881,1060000,923,US,266,4,553
60,945,Sports,False,True,public,39682,1396,367,361821315,624000,900,US,2,1,484
73,0,People & Blogs,False,False,public,128856502,2789445,45058,1803061651,2920000,162,US,256,5,7
49,3152,Sports,True,True,public,3081973,62563,1243,168257878,890000,2518,GB,1409,3,575
37,744,Sports,False,True,public,1284542,59009,3120,453962523,321000,766,US,247,5,26
53,2628,Music,False,True,public,7155853,61417,2868,20194455073,30400000,11953,NL,1288,7,3603
37,1024,Comedy,False,True,public,264406393,7354291,28023,4063965435,5370000,5759,US,2700,8,20
96,0,Sports,False,True,public,82139,4506,32,975210521,2370000,506,IN,9,1,25
33,1923,Music,False,True,public,1650198,15255,794,38381040,183000,89,GH,259,5,178
56,99,Entertainment,False,True,public,39299,1904,126,226582763,491000,938,GB,1,1,33
44,1161,Travel & Events,False,True,public,212360,13465,587,52392826,702000,67,AU,6,1,1259
89,2444,Education,True,True,public,1819079,37446,1064,3824791071,19400000,2124,US,993,5,302
52,1641,Pets & Animals,False,True,public,177435,2750,193,4657623397,12500000,2593,GB,1082,2,267
59,995,Entertainment,False,False,public,28995971,331297,13697,953284750,3390000,1136,US,1559,10,1210
82,1705,Film & Animation,False,True,public,164460,1144,143,13798583,123000,240,US,491,9,3201
48,757,Entertainment,False,True,public,529128,1148,172,5831560030,22500000,10312,US,5450,2,112
66,839,Travel & Events,True,True,public,14004800,110850,5845,4777303789,8790000,6145,US,1884,11,401
22,121,Education,False,False,public,62950,340,49,82965,89,48,GB,129,9,54
27,139,Sports,False,True,public,154306,4699,56,52759695,109000,75,IE,455,10,58
18,45,People & Blogs,False,True,public,11334730,538151,2896,7614602462,14000000,805,US,915,7,24
67,626,Howto & Style,True,True,public,10694174,102104,5189,1169690660,3630000,2019,US,1459,1,670
35,1172,Education,False,True,public,450410,10939,946,15561380,89900,338,NZ,1478,1,356
80,0,Sports,False,True,public,178083,6244,58,46673208,83700,139,AU,278,4,19
44,4393,Travel & Events,False,True,public,4906096,19561,717,318112428,460000,924,TW,873,9,794
39,803,Sports,False,True,public,33386,1899,53,224525461,704000,290,AU,1,1,964
100,1413,News & Politics,True,True,public,9205029,60489,5178,4777303789,8790000,6145,US,1001,4,602
60,395,29,False,True,public,12703,256,8,20303766,183000,701,CH,4093,11,44
23,2915,Sports,False,True,public,2784151,30461,818,1820565256,4450000,668,US,971,5,686
84,87,Entertainment,False,True,public,13611474,41638,548,397832806,1230000,73,US,962,6,726
91,120,Entertainment,False,True,public,24365678,111406,1252,67040787,190000,114,US,944,6,610
100,604,Travel & Events,True,True,public,60781230,232424,9512,818933994,1380000,345,TW,257,5,1569
62,467,Autos & Vehicles,True,True,public,73206,849,130,3207811,10300,95,GB,373,1,670
22,1121,Autos & Vehicles,True,True,public,776570,22413,2150,195286670,941000,2372,US,1447,2,639
61,1506,Autos & Vehicles,False,True,public,176413,3679,396,303162340,668000,1530,US,777,12,1160
49,1193,Autos & Vehicles,False,True,public,1145615,17736,580,216833698,829000,155,DE,792,11,602
31,1544,Autos & Vehicles,False,True,public,20491,699,62,60481797,110000,606,GB,493,9,496
30,1394,Autos & Vehicles,True,True,public,84610,416,68,273077222,213000,2994,NL,3342,11,475
88,1167,Autos & Vehicles,False,True,public,525,5,2,8694163,12800,762,US,3,1,180
54,882,Autos & Vehicles,False,True,public,454404,5955,1306,7801811,46900,207,US,1787,3,928
51,1073,Autos & Vehicles,False,True,public,4014109,49635,5635,723357481,3150000,820,GB,2746,7,495
66,670,Autos & Vehicles,False,True,public,92705,1315,148,13683965,51500,289,US,1408,3,979
38,1366,Autos & Vehicles,False,True,public,9415115,195692,7834,17255089,124000,219,RO,1160,11,825
27,1341,Autos & Vehicles,False,True,public,146659,7490,1036,105515946,359000,519,GB,457,10,621
47,433,Autos & Vehicles,False,True,public,239748,2270,184,27743015,66000,336,UA,1462,1,379
57,779,Autos & Vehicles,False,True,public,101977,1371,82,707155,2960,22,US,776,12,1012
28,1123,Autos & Vehicles,False,True,public,59140,1421,231,105515946,359000,519,GB,1945,9,463
94,737,Autos & Vehicles,False,True,public,562148,5943,492,62939554,181000,1058,US,2967,12,802
75,399,Autos & Vehicles,False,True,public,108352,1028,169,62939554,181000,1058,US,1612,8,604
54,658,Autos & Vehicles,False,True,public,883201,24602,2938,1944061867,4780000,1358,US,383,1,1328
27,98,Autos & Vehicles,False,True,public,489415,643,135,1300648639,2570000,4559,FR,4903,8,37
66,146,Science & Technology,False,True,public,24069,260,19,7655605,16100,138,PL,586,6,553
72,459,Travel & Events,False,True,public,12043628,43424,1114,1427620420,1930000,2834,US,2318,9,172
47,4895,Entertainment,False,True,public,3023109,22339,641,809140811,5470000,1632,US,1285,7,668
52,696,People & Blogs,False,True,public,149703519,3852664,80042,26354016071,21100000,44656,US,925,7,47
54,418,Entertainment,False,True,public,148596,1962,80,2022763321,8360000,772,US,82,11,1085
50,917,Travel & Events,True,True,public,234291,3639,600,103321532,359000,270,US,206,6,1780
42,534,Travel & Events,False,True,public,436887,8382,603,103321532,359000,270,US,696,2,1055
36,1292,Entertainment,False,True,public,119768,2351,245,16625860259,25200000,26159,CA,283,4,1095
40,0,Entertainment,False,False,public,20928775,1335115,40723,69956224,120000,913,IN,544,7,27
73,267,Travel & Events,False,True,public,8899066,24944,1776,1427620420,1930000,2834,US,4110,10,293
53,0,Sports,False,True,public,83161616,4517876,29130,20117526372,10400000,1791,US,262,5,55
61,731,News & Politics,False,False,public,7959339,50256,5666,12667966,8420,581,US,4466,10,36
29,1046,Entertainment,False,True,public,2463666,24819,1028,627518533,5440000,252,US,588,6,551
41,4924,Entertainment,False,True,public,481876,3245,235,1188054,3980,1303,US,1088,1,608
38,836,Entertainment,False,True,public,1691743,24008,1290,627518533,5440000,252,US,812,10,532
29,1042,Travel & Events,False,True,public,1213603,9104,305,99835317,128000,675,US,264,5,182
93,2174,Entertainment,False,True,public,3853670,8942,0,15826538841,19300000,833,US,557,7,3580
38,0,Entertainment,False,True,public,13646668,950800,4712,340179779,488000,129,US,144,8,61
89,970,Travel & Events,False,True,public,1108428,9202,545,1087599178,1820000,1279,US,220,6,482
68,1254,News & Politics,True,False,public,118125,1073,142,161350586,185000,38980,US,913,7,57
32,825,People & Blogs,False,True,public,650220,4943,246,4604550,13800,39,US,797,11,796
57,0,Entertainment,False,True,public,519572,39749,888,2226632450,2570000,2178,US,255,5,61
45,1050,Music,False,False,public,575870,1915,61,10865336,9400,379,US,2543,2,15
60,280,Music,False,False,public,19225112,128711,6680,23909982,65100,174,IS,3019,10,1866
35,1714,Music,False,True,public,39213,627,18,34241157,133000,2462,IT,242,5,4885
37,881,Music,False,True,public,1166375,40554,788,312898630,833000,347,GB,513,8,90
50,1421,Education,False,True,public,265966,2172,77,8033131,40200,129,AU,716,2,97
77,501,Music,False,False,public,659007,15533,274,1401140,12100,29,ES,965,5,149
68,1624,Education,False,True,public,112,15,2,419006,6150,482,US,1,1,419
52,0,Music,False,True,public,629714,19183,2058,166327989,292000,131,CA,522,8,19
47,1679,Education,False,True,public,337806,4720,113,8033131,40200,129,AU,372,1,150
68,1030,Music,False,False,public,223689,16928,262,1679703,8080,75,US,456,10,43
92,1120,Music,False,True,public,209805,2957,124,161787347,505000,2216,DE,1996,8,1715
72,670,Music,False,True,public,1883936,20710,765,11034327,45100,354,IT,1685,6,1849
28,1070,Music,False,True,public,922189,22015,1760,1141944,8740,36,US,1315,6,331
41,993,Education,False,True,public,116275,1754,48,8033131,40200,129,AU,221,6,126
61,1139,Music,False,True,public,4111835,43442,2356,5133768,32200,40,US,2940,1,217
16,4683,Music,False,True,public,91913,2525,63,297843644,828000,2185,NL,729,1,15270
21,0,People & Blogs,False,False,public,93612,8337,237,11791953,15800,384,US,230,6,58
92,3078,Film & Animation,False,False,public,156823,9194,155,157598,519,10,IN,482,9,29
20,4459,Entertainment,True,False,public,1231789,49789,2593,231073229,503000,323,US,1349,5,646
44,557,Entertainment,False,True,public,373334,20256,1881,47036485,377000,277,US,1054,3,579
20,4997,Comedy,False,False,public,28862,1924,128,8938076,31800,129,LU,503,9,18
79,63,Gaming,False,True,public,400,11,2,1987539,4980,2069,TH,2,1,8485
13,584,Film & Animation,False,False,public,2104353,62837,3420,3834541,9010,15,US,3152,6,60
27,0,Music,False,False,public,55503,3501,40,178368,314,94,IN,274,4,8
63,0,Entertainment,False,True,public,92997,8005,238,43498376,64900,647,IN,274,4,29
46,714,Film & Animation,False,True,public,144660,2902,183,29892239,36300,169,US,579,6,170
41,0,People & Blogs,False,False,public,94233,5978,97,5487752,18400,257,US,445,11,11
41,1219,Film & Animation,False,True,public,158364,1233,30,371949709,398000,1830,US,3372,10,146
90,3287,Education,True,True,public,418672,2430,0,86981804,410000,498,US,1117,12,476
77,2462,Education,True,True,public,135608,507,0,86981804,410000,498,US,1032,3,311
49,2398,Music,False,False,public,2190534,17474,732,106847560,104000,160,TR,251,5,201
76,443,Film & Animation,False,True,public,1510325,10790,624,13280218019,15800000,10861,US,3373,10,133
58,1271,Education,True,True,public,1422790,6284,0,1342751064,4240000,788,IN,2705,8,202
71,1277,Autos & Vehicles,False,True,public,1745,247,92,1460264,8510,697,US,1,1,1780
24,477,Science & Technology,False,True,public,569237,29595,624,210978996,1350000,538,IN,359,1,57
52,1272,Music,False,False,public,34827249,465552,12868,3996509445,6360000,201,JP,1033,3,220
16,1330,Education,False,True,public,14441,150,3,1157865,6080,108,NZ,527,8,296
37,2384,Music,False,False,public,1279235,41960,815,3996509445,6360000,201,JP,801,11,220
90,681,Science & Technology,False,True,public,117023,823,34,310816731,1100000,198,US,371,1,2998
67,4913,News & Politics,False,False,public,11407,832,111,64294790,418000,3115,US,16,1,746
23,562,Education,False,True,public,671773,86753,1121,870832757,1950000,469,AU,501,9,51
37,80,Film & Animation,False,True,public,25536898,345399,3404,125634255,317000,115,ES,459,10,26
75,0,Science & Technology,False,True,public,855588,52651,286,71542796,225000,86,US,350,2,25
62,2935,Film & Animation,True,True,public,71320338,476153,22764,60784795746,60500000,39992,US,4485,10,150
69,913,Science & Technology,False,True,public,1371107,16582,1007,210978996,1350000,538,IN,307,3,540
37,447,Music,False,True,public,965863,15200,799,194010511,339000,160,US,941,6,318
48,0,Education,False,True,public,1393228,164122,3011,870832757,1950000,469,AU,381,1,53
41,385,Sports,False,True,public,116,9,2,14764577,35800,4381,GB,1,1,126
46,3562,Travel & Events,False,True,public,10462,69,21,2487210,7900,521,US,229,6,361
56,2105,People & Blogs,False,True,public,36222,2312,922,20116411,55800,449,US,54,11,1668
64,4708,Travel & Events,False,True,public,40058,757,131,14918218,63000,712,GB,371,1,1725
54,1871,Travel & Events,False,True,public,26477,241,19,13369100,70000,1404,US,787,11,280
59,723,Sports,False,True,public,5850,49,11,18230542,38200,4218,GB,8,1,608
56,11,People & Blogs,False,False,public,56264,392,52,615133,1760,153,GB,2195,1,156
60,2614,Travel & Events,False,True,public,24002,301,26,2224596,9180,354,US,744,1,281
38,984,Education,False,True,public,240806,2392,170,4522486,21000,30,US,851,9,358
80,4947,Travel & Events,False,True,public,23187,256,87,2590129,8020,237,GB,793,11,2558
41,172,Travel & Events,False,True,public,13520,66,91,716172,1860,137,GB,416,12,178
83,963,Autos & Vehicles,False,True,public,210368,4570,1002,44483731,145000,604,CA,1331,5,925
97,606,Sports,False,True,public,10751,187,2,835877719,2300000,4505,GB,14,1,295
35,884,Autos & Vehicles,False,True,public,26356,979,239,4703633,23600,508,US,532,8,1381
89,457,People & Blogs,False,True,public,3995,131,23,491578,2560,176,GB,1,1,703
74,66,Sports,False,True,public,89635,723,122,98894955,402000,2734,GB,29,12,685
51,564,Education,False,True,public,456461,19831,1665,58267209,376000,171,US,1440,2,1071
82,411,People & Blogs,False,True,public,6928502,5270,130,161431351,176000,214,PK,310,3,725
29,701,Sports,False,True,public,95448,782,72,16323790,140000,316,CA,354,2,203
61,127,People & Blogs,False,False,public,98721,722,43,180282,1180,24,US,1224,9,146
26,628,Sports,False,True,public,66616,794,109,67085969,190000,648,GB,398,12,520
94,686,Sports,False,True,public,25798,344,53,67085969,190000,648,GB,47,12,645
49,4248,Science & Technology,False,True,public,1096840,19939,9561,51205287,506000,463,GB,773,12,695
49,501,Sports,True,True,public,561039,5643,443,1579437989,2050000,33031,US,306,3,480
30,272,Sports,False,False,public,46,2,0,711151,845,607,US,2,1,144
53,862,Sports,False,False,public,75988,1434,92,262328,1580,70,ZA,1270,7,340
23,305,Sports,False,True,public,40149,2246,95,1579437989,2050000,33031,US,285,4,57
31,0,Sports,False,False,public,290397,10771,202,334341583,879000,1276,US,30,12,28
50,854,Sports,False,True,public,1439858,5462,607,37650412,204000,236,CA,4846,10,225
30,0,Sports,False,False,public,323220,1628,665,58657256,35100,1068,CA,1087,1,159
45,928,Sports,False,True,public,88244,1053,170,17883547,82000,174,US,321,3,357
55,936,Education,False,True,public,126527,3402,235,67085969,190000,648,GB,725,1,1030
28,362,People & Blogs,False,False,public,11376,115,29,158727,777,96,GB,458,10,138
25,483,Entertainment,False,True,public,551099,6672,404,68137971,120000,582,CA,452,10,73
40,588,Sports,True,True,public,180830,1920,83,586360664,1090000,479,CA,3282,1,375
49,1294,Sports,False,True,public,1393363,10994,409,586360664,1090000,479,CA,1531,11,455
38,686,Sports,False,True,public,1459861,7988,488,37650412,204000,236,CA,4846,10,263
37,100,Sports,False,False,public,1422403,10211,325,254141733,165000,498,CA,977,5,201
42,30,Sports,False,False,public,7622,25,10,165561,199,32,LV,362,1,97
36,590,Science & Technology,True,True,public,709845,19991,2243,268995711,2190000,189,US,2769,6,968
42,2023,Science & Technology,True,True,public,2534648,57389,7289,326950708,1340000,624,GB,2911,2,1366
51,2502,Science & Technology,False,True,public,189671,11264,548,326950708,1340000,624,GB,1150,11,716
93,2019,Music,False,True,public,18727,349,29,28369255,66400,39,IT,1016,4,1090
47,3078,Science & Technology,False,True,public,342133,18330,1078,326950708,1340000,624,GB,1031,3,1619
89,389,Science & Technology,False,False,public,2480,102,17,1099673,1540,82,DE,61,11,922
70,709,News & Politics,True,True,public,103,3,0,29351045,49000,26601,US,3,1,89
81,888,Science & Technology,True,False,public,17078,359,51,329251,930,43,NL,674,3,1180
48,967,Science & Technology,False,True,public,460439,17263,2447,326950708,1340000,624,GB,1907,11,870
40,532,Science & Technology,True,False,public,2858,91,13,9425290,26600,203,US,1002,4,120
46,1193,Science & Technology,False,True,public,383093,7745,750,326950708,1340000,624,GB,3521,6,536
31,852,News & Politics,False,True,public,520686,8445,766,827416931,3690000,48659,US,3061,9,230
88,212,Film & Animation,False,False,public,100551,1396,94,353470,1280,285,DE,2190,1,1972
89,935,Science & Technology,False,False,public,3332,48,15,898933,2530,65,BE,749,1,207
68,937,Science & Technology,False,True,public,282071,16288,218,326950708,1340000,624,GB,779,12,1662
51,563,Gaming,False,True,public,28497,623,122,3582482,30700,133,CA,11,1,1549
29,604,Entertainment,False,True,public,2618733,75138,6570,149704132,839000,686,GB,785,11,2165
30,1195,Gaming,False,True,public,96050,1014,207,2588416,11700,87,US,227,6,1074
19,2205,Gaming,False,True,public,780206,12784,1131,249262420,745000,640,US,495,9,1119
100,4773,Gaming,False,True,public,3177,91,52,10692288,22300,1245,IE,2,1,531
25,1224,Gaming,False,True,public,65173,1306,134,2139906,20800,126,DE,374,1,996
35,2540,Gaming,True,True,public,253312,6470,157,24556489,132000,370,US,2426,5,429
48,231,Gaming,False,True,public,176,8,0,385612,1170,638,GB,2,1,16466
100,4809,Gaming,False,True,public,4334,136,31,10692288,22300,1245,IE,3,1,539
34,432,Gaming,False,True,public,1040466,6185,522,871990967,1320000,11407,US,3916,5,244
36,1322,Gaming,True,True,public,27173,281,92,2668088,18200,435,GB,261,5,777
40,1128,Gaming,False,True,public,23475,492,56,1270025,9440,455,CA,308,3,438
62,3538,Gaming,True,True,public,53851,2471,216,23168136,167000,250,US,1230,9,692
61,1457,Gaming,False,True,public,92296,1568,349,6927717,24900,413,GB,329,2,711
59,124,Gaming,False,True,public,206172,9251,797,17073039,124000,53,PG,549,7,2572
99,4695,Gaming,False,True,public,23617,338,165,10692288,22300,1245,IE,60,11,2010
56,509,Gaming,False,True,public,8611,100,47,86906809,169000,2728,US,94,10,652
92,4962,Gaming,False,True,public,6031,177,57,10692288,22300,1245,IE,6,1,502
75,1121,Gaming,False,True,public,20350,204,49,2055635,6730,160,PL,310,3,494
61,1230,Education,False,True,public,5314743,11296,0,1707858534,2760000,144,CA,2603,12,2220
42,299,Film & Animation,False,True,public,3028915,4404,0,63307807,45100,594,DE,2224,12,193
48,2670,Gaming,True,False,public,29906229,280855,34693,1840618561,4320000,923,US,2340,8,185
67,1341,Entertainment,False,True,public,16286568,38460,0,1132785645,1540000,612,DE,1351,5,2606
42,1550,Gaming,False,True,public,9138204,189311,3682,799932436,2790000,497,US,808,11,1116
95,900,Film & Animation,False,True,public,749944,964,0,739794263,679000,1119,DE,405,12,1211
92,1475,Entertainment,False,True,public,4476134,8925,0,1132785645,1540000,612,DE,1227,9,2841
77,974,Entertainment,False,True,public,7018994,7831,0,739794263,679000,1119,DE,2005,7,549
86,1109,Film & Animation,False,True,public,9751066,15415,0,739794263,679000,1119,DE,1347,5,1151
82,1125,Film & Animation,False,True,public,9628130,14928,0,739794263,679000,1119,DE,1375,4,1068
52,684,Music,False,True,public,3519970,262939,11876,217967897,3020000,179,US,1472,1,148
96,1063,Film & Animation,False,True,public,1805797,1973,0,739794263,679000,1119,DE,868,9,1262
79,1166,Film & Animation,False,True,public,1344819,2371,0,161626890,309000,297,DE,1076,2,2712
91,1089,Film & Animation,False,True,public,2013039,2619,0,739794263,679000,1119,DE,742,1,1725
32,0,People & Blogs,False,True,public,810745,50712,182,65375280,125000,169,DE,271,4,34
70,1567,Gaming,False,False,public,26791845,213161,14013,3133697317,7480000,1192,CA,1637,7,6418
51,623,Gaming,True,True,public,12387281,230903,17457,16599880469,30600000,5179,IE,2463,4,1219
32,0,People & Blogs,False,True,public,728587,51700,80,65375280,125000,169,DE,336,2,43
32,0,People & Blogs,False,True,public,887736,59103,228,65375280,125000,169,DE,350,2,43
43,37,Gaming,False,False,public,988591,13339,1506,1040664,754,445,CL,5042,4,109
90,433,Gaming,False,True,public,5198470,166699,10287,199281908,187000,14129,CA,322,3,57
41,2455,Gaming,False,True,public,47703,673,65,3912514,5240,3662,US,595,6,25774
63,1556,Gaming,False,True,public,52343,630,129,85778081,143000,2883,GB,529,8,23153
50,647,Gaming,False,True,public,8699617,145453,7816,78487177,161000,1379,GB,4573,7,94
57,2139,Gaming,False,True,public,130832,8041,906,53625319,222000,264,DE,1093,1,442
68,791,Gaming,False,True,public,283,14,2,355503,2420,748,US,1,1,748
48,216,Entertainment,False,True,public,223063,13706,501,2356477932,4610000,1041,US,320,3,128
81,155,Gaming,False,True,public,1012646,63452,3975,516398722,1890000,1647,US,322,3,218
43,456,Comedy,False,True,public,963420,81439,604,473252598,1360000,221,US,304,3,14
73,691,Comedy,False,True,public,1625952,124669,4988,1457573569,6680000,399,US,310,3,147
48,764,Gaming,False,True,public,2351395,115797,9962,483826705,1110000,2678,US,45,12,64
55,562,Gaming,False,True,public,483209,10692,656,199281908,187000,14129,CA,319,3,308
62,337,Gaming,False,True,public,58916,1202,33,124658112,286000,4190,CL,452,10,245
77,348,Gaming,False,True,public,218829,11221,588,433175438,990000,2975,US,45,12,79
86,240,Gaming,False,True,public,908732,12032,391,438732356,854000,2247,US,320,3,704
38,126,Comedy,False,True,public,272884,33274,324,1014730733,2000000,600,US,312,3,60
93,270,Howto & Style,False,True,public,52426160,526862,9306,6717296176,23600000,226,IN,138,9,524
85,285,Howto & Style,False,True,public,12301419,203342,3780,6717296176,23600000,226,IN,16,1,566
82,1401,Howto & Style,False,True,public,31602019,242064,12395,1348725048,5470000,359,US,113,10,1512
50,339,Education,False,True,public,734282,55083,128,1115061628,1210000,1572,JP,836,10,15
72,1401,Howto & Style,False,True,public,14669149,78304,4609,1348725048,5470000,359,US,137,9,4189
83,1402,Howto & Style,True,True,public,4533378,68056,4047,1348725048,5470000,359,US,292,4,840
76,749,Travel & Events,True,True,public,52130,3933,229,45362978,588000,612,PH,2,1,601
82,2303,Travel & Events,False,True,public,273697,7954,522,2576044718,10300000,1378,US,2,1,2403
35,451,Entertainment,True,True,public,1063530,26571,1408,1646595837,6070000,409,US,11,1,949
74,485,Entertainment,True,True,public,5582168,69051,3789,1646595837,6070000,409,US,284,4,1309
47,450,Entertainment,True,True,public,1596767,34146,1497,1646595837,6070000,409,US,14,1,1051
68,264,Travel & Events,False,True,public,9242459,37855,963,3223635588,7580000,1103,KR,444,11,3932
59,525,Entertainment,False,True,public,18059771,1508737,2113,13007395622,22300000,1205,JP,707,2,59
